5055_reviewed	fibrinolysis
4287_reviewed	actin cytoskeleton organization
29969_reviewed	negative regulation of DNA-templated transcription
5467_reviewed	adipose tissue development
1808_reviewed	cell differentiation
160_reviewed	clathrin-dependent endocytosis
8650_reviewed	adherens junction organization
5457_reviewed	axonogenesis
6014_reviewed	adenylate cyclase-activating G protein-coupled receptor signaling pathway
4261_reviewed	host-mediated suppression of symbiont invasion
4968_reviewed	base-excision repair
2903_reviewed	brain development
3122_reviewed	adaptive immune response
3109_reviewed	adaptive immune response
63922_reviewed	DNA replication
79075_reviewed	DNA replication
348980_reviewed	apical protein localization
610_reviewed	ammonium transmembrane transport
23208_reviewed	autophagy
8499_reviewed	cell-matrix adhesion
8541_reviewed	neurotransmitter secretion
80852_reviewed	artery smooth muscle contraction
4660_reviewed	neuron projection morphogenesis
5460_reviewed	anatomical structure morphogenesis
6657_reviewed	adenohypophysis development
115950_reviewed	extracellular negative regulation of signal transduction
27128_reviewed	regulation of ARF protein signal transduction
819_reviewed	B cell homeostasis
861_reviewed	cardiac muscle tissue regeneration
196_reviewed	apoptotic process
6599_reviewed	animal organ morphogenesis
1613_reviewed	apoptotic process
7957_reviewed	autophagosome assembly
402_reviewed	bicellular tight junction assembly
6904_reviewed	adherens junction assembly
6770_reviewed	cholesterol metabolic process
54535_reviewed	cell differentiation
8856_reviewed	cell differentiation
4734_reviewed	adaptive immune response
56937_reviewed	androgen receptor signaling pathway
4043_reviewed	amyloid-beta clearance by transcytosis
7436_reviewed	cholesterol metabolic process
51106_reviewed	mitochondrial small ribosomal subunit assembly
7019_reviewed	mitochondrial respiratory chain complex assembly
2872_reviewed	cell surface receptor signaling pathway
2876_reviewed	angiogenesis involved in wound healing
11033_reviewed	cell surface receptor signaling pathway
9108_reviewed	phosphatidylinositol biosynthetic process
9107_reviewed	endocytosis
8525_reviewed	cell migration
5451_reviewed	negative regulation of DNA-templated transcription
2597_reviewed	antimicrobial humoral immune response mediated by antimicrobial peptide
8837_reviewed	apoptotic process
55973_reviewed	apoptotic process
10134_reviewed	apoptotic process
973_reviewed	adaptive immune response
974_reviewed	adaptive immune response
156_reviewed	cardiac muscle contraction
2769_reviewed	calcium-mediated signaling
10507_reviewed	axon guidance
971_reviewed	cell adhesion
7334_reviewed	antiviral innate immune response
4294_reviewed	apoptotic process
391_reviewed	actin cytoskeleton organization
255520_reviewed	defense response to virus
4086_reviewed	anatomical structure morphogenesis
3135_reviewed	antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent
7533_reviewed	glucocorticoid catabolic process
2935_reviewed	G1/S transition of mitotic cell cycle
330_reviewed	apoptotic process
55243_reviewed	cell-cell adhesion
4868_reviewed	cell-cell adhesion
51024_reviewed	cellular response to glucose stimulus
88_reviewed	actin cytoskeleton organization
7224_reviewed	calcium ion transmembrane transport
50861_reviewed	blastocyst hatching
7222_reviewed	calcium ion transmembrane transport
7223_reviewed	calcium ion import
6845_reviewed	calcium-ion regulated exocytosis
8943_reviewed	anterograde axonal transport
9342_reviewed	autophagosome maturation
5208_reviewed	fructose 2,6-bisphosphate metabolic process
10726_reviewed	cell division
5347_reviewed	astral microtubule organization
2886_reviewed	epidermal growth factor receptor signaling pathway
94241_reviewed	apoptotic process
23396_reviewed	actin cytoskeleton organization
2626_reviewed	aortic valve morphogenesis
1482_reviewed	adult heart development
6910_reviewed	atrial septum morphogenesis
2081_reviewed	cellular response to glucose stimulus
3638_reviewed	cellular response to insulin stimulus
22937_reviewed	cholesterol metabolic process
6721_reviewed	cellular response to laminar fluid shear stress
81620_reviewed	attachment of mitotic spindle microtubules to kinetochore
26999_reviewed	apoptotic process
9371_reviewed	anterograde axonal transport
6195_reviewed	chemical synaptic transmission
6196_reviewed	brain renin-angiotensin system
5595_reviewed	apoptotic process
134957_reviewed	exocytosis
6814_reviewed	brain development
2054_reviewed	acrosome reaction
6809_reviewed	exocytic insertion of neurotransmitter receptor to postsynaptic membrane
29116_reviewed	cholesterol homeostasis
10330_reviewed	negative regulation of gene expression
28962_reviewed	osteoclast differentiation
5164_reviewed	cellular response to nutrient
3737_reviewed	action potential
22809_reviewed	cerebellar granule cell precursor proliferation
80254_reviewed	cell division
26146_reviewed	cilium assembly
160851_reviewed	diacylglycerol metabolic process
9423_reviewed	anterior/posterior axon guidance
55968_reviewed	autophagosome assembly
6548_reviewed	cardiac muscle cell contraction
5784_reviewed	lymphangiogenesis
25801_reviewed	membrane fusion
135_reviewed	adenylate cyclase-activating G protein-coupled receptor signaling pathway
1813_reviewed	acid secretion
9618_reviewed	apoptotic process
6198_reviewed	apoptotic process
1131_reviewed	acetylcholine receptor signaling pathway
51343_reviewed	anaphase-promoting complex-dependent catabolic process
5048_reviewed	acrosome assembly
2321_reviewed	blood vessel morphogenesis
54602_reviewed	metal ion transport
7528_reviewed	anterior/posterior pattern specification
8819_reviewed	negative regulation of cell migration
64780_reviewed	actin filament bundle assembly
2152_reviewed	activation of blood coagulation via clotting cascade
2155_reviewed	animal organ regeneration
847_reviewed	aerobic respiration
29924_reviewed	embryonic organ development
6093_reviewed	actin cytoskeleton organization
1729_reviewed	actin cytoskeleton organization
1385_reviewed	axonogenesis
64599_reviewed	insulin-like growth factor receptor signaling pathway
3693_reviewed	cell adhesion mediated by integrin
63967_reviewed	DNA damage checkpoint signaling
91746_reviewed	brown fat cell differentiation
22944_reviewed	DNA damage response
29899_reviewed	cell division
1871_reviewed	G1/S transition of mitotic cell cycle
7030_reviewed	adaptive immune response
10910_reviewed	kinetochore assembly
51567_reviewed	cell surface receptor signaling pathway
2904_reviewed	brain development
2690_reviewed	cartilage development involved in endochondral bone morphogenesis
9466_reviewed	cell surface receptor signaling pathway
9770_reviewed	bone remodeling
6446_reviewed	apoptotic process
7043_reviewed	cell-cell junction organization
51742_reviewed	establishment of Sertoli cell barrier
64426_reviewed	apoptotic process
79595_reviewed	negative regulation of cell migration
51068_reviewed	positive regulation of protein localization to nucleolus
22906_reviewed	axonal transport of mitochondrion
10673_reviewed	B cell costimulation
608_reviewed	adaptive immune response
115650_reviewed	adaptive immune response
80198_reviewed	DNA catabolic process
146956_reviewed	double-strand break repair
6829_reviewed	negative regulation of DNA-templated transcription, elongation
5189_reviewed	microtubule-based peroxisome localization
5190_reviewed	peroxisome organization
9510_reviewed	extracellular matrix organization
7422_reviewed	angiogenesis
11187_reviewed	actin cytoskeleton organization
1828_reviewed	calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules
1829_reviewed	bundle of His cell-Purkinje myocyte adhesion involved in cell communication
1830_reviewed	actin filament organization
1825_reviewed	cell adhesion
1271_reviewed	brainstem development
3977_reviewed	cell surface receptor signaling pathway
204851_reviewed	adherens junction assembly
8930_reviewed	depyrimidination
23293_reviewed	mRNA export from nucleus
26136_reviewed	negative regulation of cell population proliferation
7408_reviewed	actin polymerization or depolymerization
1910_reviewed	aldosterone metabolic process
9690_reviewed	protein K29-linked ubiquitination
961_reviewed	angiogenesis
914_reviewed	apoptotic process
829_reviewed	actin cytoskeleton organization
8805_reviewed	calcium ion homeostasis
793_reviewed	cochlea development
4666_reviewed	cardiac ventricle development
831_reviewed	negative regulation of type B pancreatic cell apoptotic process
10168_reviewed	regulation of transcription by RNA polymerase II
2671_reviewed	liver development
10979_reviewed	adherens junction maintenance
54751_reviewed	cell-cell adhesion
4846_reviewed	angiogenesis
2983_reviewed	blood circulation
5576_reviewed	adenylate cyclase-activating G protein-coupled receptor signaling pathway
9495_reviewed	adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway
10981_reviewed	antigen processing and presentation
687_reviewed	cellular response to cortisol stimulus
4793_reviewed	cellular response to lipopolysaccharide
4144_reviewed	cellular response to leukemia inhibitory factor
27430_reviewed	one-carbon metabolic process
83666_reviewed	cell migration
151636_reviewed	defense response to virus
72_reviewed	cellular response to acetaldehyde
5618_reviewed	activation of Janus kinase activity
5478_reviewed	activation of protein kinase B activity
8898_reviewed	dendritic spine maintenance
5077_reviewed	animal organ morphogenesis
6663_reviewed	anatomical structure morphogenesis
2961_reviewed	transcription by RNA polymerase II
6874_reviewed	DNA-templated transcription initiation
6878_reviewed	apoptotic process
6879_reviewed	chromatin organization
5581_reviewed	cell division
8464_reviewed	positive regulation of DNA-templated transcription
9950_reviewed	Golgi organization
55272_reviewed	maturation of SSU-rRNA
10199_reviewed	maturation of SSU-rRNA
92856_reviewed	maturation of SSU-rRNA
9217_reviewed	cholesterol transport
50617_reviewed	intracellular pH reduction
5213_reviewed	canonical glycolysis
4597_reviewed	cholesterol biosynthetic process
3313_reviewed	calcium import into the mitochondrion
147_reviewed	adenylate cyclase-activating adrenergic receptor signaling pathway
1270_reviewed	astrocyte activation
3202_reviewed	anterior/posterior pattern specification
5015_reviewed	axon guidance
7319_reviewed	chromatin remodeling
7525_reviewed	cell differentiation
10039_reviewed	DNA ADP-ribosylation
3309_reviewed	cellular response to glucose starvation
2697_reviewed	atrial cardiac muscle cell action potential
10469_reviewed	intracellular protein transport
6237_reviewed	face morphogenesis
3727_reviewed	cellular response to calcium ion
152503_reviewed	cytoskeleton organization
4998_reviewed	DNA replication initiation
821_reviewed	clathrin-dependent endocytosis
9695_reviewed	carbohydrate metabolic process
8450_reviewed	astrocyte differentiation
55832_reviewed	cell differentiation
55240_reviewed	apoptotic process
9088_reviewed	G2/M transition of mitotic cell cycle
8852_reviewed	cell surface receptor protein serine/threonine kinase signaling pathway
111_reviewed	adenylate cyclase-activating dopamine receptor signaling pathway
7913_reviewed	chromatin remodeling
2562_reviewed	cellular response to histamine
2002_reviewed	cell differentiation
5337_reviewed	cellular response to nutrient
6242_reviewed	actomyosin contractile ring assembly
4438_reviewed	female gamete generation
4439_reviewed	chiasma assembly
8153_reviewed	actin filament organization
84958_reviewed	exocytosis
94122_reviewed	exocytosis
54843_reviewed	exocytosis
94120_reviewed	exocytosis
5864_reviewed	axonogenesis
6898_reviewed	2-oxoglutarate metabolic process
9203_reviewed	cytoskeleton organization
7750_reviewed	negative regulation of DNA-templated transcription
7764_reviewed	negative regulation of DNA-templated transcription
8544_reviewed	digestion
10987_reviewed	exosomal secretion
5321_reviewed	glycerol metabolic process
1909_reviewed	activation of adenylate cyclase activity
6628_reviewed	7-methylguanosine cap hypermethylation
