29966_reviewed	negative regulation of DNA-templated transcription
3692_reviewed	assembly of large subunit precursor of preribosome
56647_reviewed	DNA repair
1974_reviewed	cellular response to leukemia inhibitory factor
27250_reviewed	apoptotic process
10109_reviewed	actin filament polymerization
51631_reviewed	mRNA splice site recognition
80304_reviewed	protein complex oligomerization
5500_reviewed	cell division
56950_reviewed	heart development
23136_reviewed	actomyosin structure organization
63891_reviewed	protein maturation
10552_reviewed	actin cytoskeleton organization
26505_reviewed	magnesium ion homeostasis
55660_reviewed	cell division
9221_reviewed	mitotic cell cycle
80153_reviewed	deadenylation-independent decapping of nuclear-transcribed mRNA
1021_reviewed	astrocyte development
26031_reviewed	bile acid biosynthetic process
7384_reviewed	aerobic respiration
7385_reviewed	aerobic respiration
5518_reviewed	chromosome segregation
11156_reviewed	cellular response to leukemia inhibitory factor
261726_reviewed	DNA damage checkpoint signaling
9101_reviewed	cellular response to dexamethasone stimulus
7392_reviewed	cellular response to glucose stimulus
8496_reviewed	cell adhesion
4331_reviewed	adult heart development
9410_reviewed	mRNA splicing, via spliceosome
6949_reviewed	neural crest cell development
57223_reviewed	DNA damage response
56288_reviewed	asymmetric cell division
10097_reviewed	Arp2/3 complex-mediated actin nucleation
1973_reviewed	cytoplasmic translational initiation
9414_reviewed	cell-cell adhesion
396_reviewed	negative regulation of apoptotic process
55646_reviewed	erythrocyte development
6147_reviewed	cytoplasmic translation
7555_reviewed	cholesterol homeostasis
6122_reviewed	cellular response to interleukin-4
815_reviewed	angiotensin-activated signaling pathway
816_reviewed	cell differentiation
817_reviewed	cardiac muscle cell contraction
51361_reviewed	cytoplasmic microtubule organization
26504_reviewed	enamel mineralization
10213_reviewed	double-strand break repair via homologous recombination
10514_reviewed	cellular response to glucose starvation
2339_reviewed	peptide pheromone maturation
5062_reviewed	adherens junction assembly
9040_reviewed	post-translational protein modification
8883_reviewed	mitotic DNA replication checkpoint signaling
23085_reviewed	I-kappaB phosphorylation
5713_reviewed	proteasome-mediated ubiquitin-dependent protein catabolic process
989_reviewed	cell differentiation
60528_reviewed	mitochondrial tRNA 3'-end processing
11140_reviewed	positive regulation of type 2 mitophagy
80223_reviewed	negative regulation of adiponectin secretion
29888_reviewed	negative regulation of hippo signaling
1967_reviewed	cytoplasmic translational initiation
8891_reviewed	cytoplasmic translational initiation
23677_reviewed	cellular response to amino acid stimulus
22933_reviewed	cellular response to hypoxia
8208_reviewed	DNA repair
55692_reviewed	mRNA splice site recognition
9158_reviewed	fibroblast growth factor receptor signaling pathway
9847_reviewed	insulin receptor signaling pathway
25843_reviewed	negative regulation of hippo signaling
10298_reviewed	apoptotic process
4947_reviewed	negative regulation of polyamine transmembrane transport
51582_reviewed	negative regulation of protein catabolic process
2342_reviewed	lipid metabolic process
8601_reviewed	G protein-coupled receptor signaling pathway
7391_reviewed	carbon catabolite regulation of transcription
2011_reviewed	autophagy of mitochondrion
389_reviewed	actin filament organization
6732_reviewed	chromosome segregation
10095_reviewed	Arp2/3 complex-mediated actin nucleation
5411_reviewed	cell adhesion
8668_reviewed	cytoplasmic translational initiation
8665_reviewed	formation of cytoplasmic translation initiation complex
29127_reviewed	actomyosin contractile ring assembly
10286_reviewed	alternative mRNA splicing, via spliceosome
9493_reviewed	microtubule-based movement
10890_reviewed	antigen processing and presentation
4218_reviewed	autophagy
51747_reviewed	mRNA splice site recognition
85369_reviewed	cortical actin cytoskeleton organization
5504_reviewed	generation of precursor metabolites and energy
10713_reviewed	cell division
4795_reviewed	cellular response to lipopolysaccharide
5516_reviewed	apoptotic mitochondrial changes
9689_reviewed	regulation of translational initiation
28969_reviewed	regulation of translational initiation
5714_reviewed	proteasome-mediated ubiquitin-dependent protein catabolic process
9989_reviewed	protein phosphorylation
51497_reviewed	negative regulation of transcription elongation by RNA polymerase II
10480_reviewed	cytoplasmic translational initiation
9519_reviewed	acrosome assembly
2957_reviewed	positive regulation of transcription by RNA polymerase II
7803_reviewed	positive regulation of cell migration
8664_reviewed	cap-dependent translational initiation
1676_reviewed	apoptotic DNA fragmentation
6189_reviewed	cell differentiation
79801_reviewed	fibroblast growth factor receptor signaling pathway
9532_reviewed	negative regulation of protein ubiquitination
80279_reviewed	apoptotic nuclear changes
51506_reviewed	brain development
10285_reviewed	apoptotic process
140609_reviewed	cellular response to potassium ion
221937_reviewed	canonical glycolysis
1677_reviewed	apoptotic chromosome condensation
9497_reviewed	auditory receptor cell development
65992_reviewed	cartilage development
55215_reviewed	interstrand cross-link repair
81873_reviewed	Arp2/3 complex-mediated actin nucleation
9039_reviewed	endomitotic cell cycle
5878_reviewed	endocytosis
25777_reviewed	centrosome localization
92609_reviewed	intracellular protein transport
23012_reviewed	intracellular signal transduction
55233_reviewed	hippo signaling
84529_reviewed	erythrocyte differentiation
4163_reviewed	establishment of protein localization
9131_reviewed	apoptotic process
9967_reviewed	circadian rhythm
7871_reviewed	muscle contraction
54606_reviewed	defense response to virus
6142_reviewed	cytoplasmic translation
23560_reviewed	maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
7327_reviewed	cellular response to interferon-beta
267_reviewed	endoplasmic reticulum mannose trimming
9406_reviewed	mRNA processing
253714_reviewed	chromatin organization
7417_reviewed	binding of sperm to zona pellucida
80333_reviewed	protein localization to plasma membrane
30819_reviewed	action potential
10094_reviewed	actin polymerization-dependent cell motility
5495_reviewed	N-terminal protein myristoylation
7415_reviewed	aggresome assembly
6434_reviewed	cellular response to glucose stimulus
5894_reviewed	death-inducing signaling complex assembly
11331_reviewed	antiviral innate immune response
9958_reviewed	BMP signaling pathway
53981_reviewed	mRNA 3'-end processing by stem-loop binding and cleavage
79184_reviewed	cell division
8893_reviewed	astrocyte development
5683_reviewed	proteasome-mediated ubiquitin-dependent protein catabolic process
9295_reviewed	mRNA processing
23294_reviewed	ephrin receptor signaling pathway
5684_reviewed	proteasome-mediated ubiquitin-dependent protein catabolic process
11344_reviewed	actin filament depolymerization
830_reviewed	actin cytoskeleton organization
140890_reviewed	mRNA processing
55299_reviewed	ribosomal large subunit assembly
1654_reviewed	cell differentiation
991_reviewed	anaphase-promoting complex-dependent catabolic process
51067_reviewed	mitochondrial tyrosyl-tRNA aminoacylation
6251_reviewed	cell-matrix adhesion
9520_reviewed	cellular response to hypoxia
9815_reviewed	brain development
49856_reviewed	cell projection organization
9662_reviewed	centriole replication
2091_reviewed	box C/D sno(s)RNA 3'-end processing
29780_reviewed	actin cytoskeleton organization
151987_reviewed	mRNA processing
23168_reviewed	blastocyst growth
23172_reviewed	attachment of spindle microtubules to kinetochore
6625_reviewed	cellular response to retinoic acid
6428_reviewed	cellular response to leukemia inhibitory factor
55103_reviewed	Ras protein signal transduction
1977_reviewed	behavioral fear response
4869_reviewed	cell volume homeostasis
4796_reviewed	double-strand break repair via homologous recombination
5693_reviewed	proteasomal ubiquitin-independent protein catabolic process
29889_reviewed	ribosome biogenesis
550_reviewed	ERAD pathway
7178_reviewed	calcium ion transport
11133_reviewed	actin filament organization
55846_reviewed	cellular response to amino acid starvation
89953_reviewed	microtubule-based movement
51428_reviewed	apoptotic process
200081_reviewed	B cell activation
5687_reviewed	ubiquitin-dependent protein catabolic process
57530_reviewed	microtubule cytoskeleton organization
55177_reviewed	apoptotic process
79596_reviewed	protein autoubiquitination
10969_reviewed	ribosomal large subunit biogenesis
5688_reviewed	proteasome-mediated ubiquitin-dependent protein catabolic process
5295_reviewed	B cell differentiation
3702_reviewed	adaptive immune response
7015_reviewed	cellular response to hypoxia
4691_reviewed	angiogenesis
5587_reviewed	angiogenesis
4791_reviewed	canonical NF-kappaB signal transduction
7187_reviewed	apoptotic process
84231_reviewed	apoptotic process
9043_reviewed	lysosome localization
55294_reviewed	cellular response to UV
5971_reviewed	antigen processing and presentation
23633_reviewed	entry of viral genome into host nucleus through nuclear pore complex via importin
5977_reviewed	apoptotic process
6601_reviewed	chromatin remodeling
23118_reviewed	defense response to bacterium
10454_reviewed	aorta development
29110_reviewed	activation of innate immune response
9755_reviewed	defense response to virus
7124_reviewed	antiviral innate immune response
7133_reviewed	aortic valve development
84717_reviewed	chromatin remodeling
23376_reviewed	DNA damage checkpoint signaling
11171_reviewed	alternative mRNA splicing, via spliceosome
51603_reviewed	methylation
2956_reviewed	determination of adult lifespan
9688_reviewed	nuclear envelope organization
57062_reviewed	RNA metabolic process
9181_reviewed	actin filament organization
50628_reviewed	rRNA processing
60412_reviewed	chemical synaptic transmission
9330_reviewed	5S class rRNA transcription by RNA polymerase III
4430_reviewed	actin filament bundle assembly
23244_reviewed	cell division
57805_reviewed	DNA damage response
4831_reviewed	cell adhesion
47_reviewed	acetyl-CoA biosynthetic process
10963_reviewed	cellular response to interleukin-7
64425_reviewed	nucleolar large rRNA transcription by RNA polymerase I
1457_reviewed	apoptotic process
6301_reviewed	cytoplasmic translation
3728_reviewed	bundle of His cell-Purkinje myocyte adhesion involved in cell communication
2176_reviewed	cellular response to oxidative stress
3303_unreviewed	ATP metabolic process
5610_reviewed	antiviral innate immune response
641_reviewed	cellular response to camptothecin
7156_reviewed	chromosome separation
9070_reviewed	DNA damage response
4221_reviewed	DNA damage response
5929_reviewed	DNA damage response
29915_reviewed	antiviral innate immune response
430_reviewed	chorionic trophoblast cell development
2178_reviewed	gene expression
3716_reviewed	cell differentiation
207_reviewed	apoptotic mitochondrial changes
8312_reviewed	axial mesoderm formation
1487_reviewed	negative regulation of cell population proliferation
613_reviewed	actin cytoskeleton organization
3055_reviewed	cell adhesion
8243_reviewed	cell division
9126_reviewed	cell division
5777_reviewed	B cell receptor signaling pathway
5921_reviewed	angiogenesis
1796_reviewed	cell surface receptor protein tyrosine kinase signaling pathway
5663_reviewed	amyloid-beta formation
2177_reviewed	brain morphogenesis
4436_reviewed	B cell differentiation
4683_reviewed	blastocyst growth
10111_reviewed	chromosome organization involved in meiotic cell cycle
699_reviewed	apoptotic process
701_reviewed	apoptotic process
9184_reviewed	attachment of spindle microtubules to kinetochore
2188_reviewed	DNA damage response
7535_reviewed	adaptive immune response
983_reviewed	apoptotic process
2071_reviewed	apoptotic process
1022_reviewed	cell division
11200_reviewed	cell division
1111_reviewed	apoptotic process
23028_reviewed	cellular response to cAMP
10362_reviewed	chromatin organization
23186_reviewed	chromatin organization
51317_reviewed	chromatin organization
4091_reviewed	anatomical structure morphogenesis
90_reviewed	acute inflammatory response
4582_reviewed	DNA damage response, signal transduction by p53 class mediator
1495_reviewed	apical junction assembly
6667_reviewed	cellular response to estrogen stimulus
9584_reviewed	mRNA processing
355_reviewed	activation-induced cell death of T cells
8772_reviewed	apoptotic process
8795_reviewed	activation of NF-kappaB-inducing kinase activity
843_reviewed	apoptotic process
841_reviewed	angiogenesis
4478_reviewed	establishment of endothelial barrier
7430_reviewed	actin cytoskeleton organization
356_reviewed	apoptotic process
9846_reviewed	osteoclast differentiation
2950_reviewed	animal organ regeneration
56946_reviewed	chromatin organization
10951_reviewed	DNA damage response
2934_reviewed	actin filament capping
4067_reviewed	adaptive immune response
10459_reviewed	actin filament organization
3320_reviewed	cardiac muscle cell apoptotic process
8409_reviewed	apoptotic process
857_reviewed	angiogenesis
24137_reviewed	anterograde axonal transport
1434_reviewed	protein export from nucleus
4193_reviewed	amyloid fibril formation
595_reviewed	cell division
1399_reviewed	acetylcholine receptor signaling pathway
2308_reviewed	apoptotic process
10083_reviewed	actin filament bundle assembly
3169_reviewed	alveolar secondary septum development
9604_reviewed	androgen receptor signaling pathway
10771_reviewed	defense response to virus
1025_reviewed	cell population proliferation
2534_reviewed	activated T cell proliferation
5156_reviewed	adrenal gland development
5923_reviewed	long-term memory
5893_reviewed	cellular response to oxidative stress
56616_reviewed	apoptotic process
1630_reviewed	anterior/posterior axon guidance
7416_reviewed	apoptotic process
6925_reviewed	cell differentiation
54206_reviewed	apoptotic process
8139_reviewed	cytoskeleton organization
51564_reviewed	cell-cell junction assembly
84962_reviewed	calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules
10746_reviewed	cellular response to mechanical stimulus
8711_reviewed	protein autophosphorylation
5890_reviewed	blastocyst growth
5889_reviewed	DNA recombination
7517_reviewed	DNA damage response
5728_reviewed	apoptotic process
650_reviewed	ameloblast differentiation
1001_reviewed	adherens junction organization
9734_reviewed	B cell activation
57178_reviewed	androgen receptor signaling pathway
7014_reviewed	axonal transport of messenger ribonucleoprotein complex
7486_reviewed	base-excision repair
658_reviewed	BMP signaling pathway
655_reviewed	allantois development
27_reviewed	cell adhesion
3815_reviewed	actin cytoskeleton organization
996_reviewed	anaphase-promoting complex-dependent catabolic process
10393_reviewed	anaphase-promoting complex-dependent catabolic process
29945_reviewed	anaphase-promoting complex-dependent catabolic process
8881_reviewed	anaphase-promoting complex-dependent catabolic process
51434_reviewed	anaphase-promoting complex-dependent catabolic process
7181_reviewed	cell differentiation
4616_reviewed	apoptotic process
4217_reviewed	apoptotic signaling pathway
80010_reviewed	DNA replication
1003_reviewed	adherens junction organization
1571_reviewed	4-nitrophenol metabolic process
3635_reviewed	apoptotic process
9046_reviewed	cell surface receptor protein tyrosine kinase signaling pathway
7184_reviewed	actin rod assembly
2960_reviewed	transcription by RNA polymerase II
2959_reviewed	DNA-templated transcription initiation
2962_reviewed	negative regulation of protein binding
25942_reviewed	activation of innate immune response
1147_reviewed	anatomical structure morphogenesis
5609_reviewed	apoptotic process
27043_reviewed	cellular response to estrogen stimulus
7469_reviewed	negative regulation of transcription elongation by RNA polymerase II
2908_reviewed	adrenal gland development
5934_reviewed	cell differentiation
7161_reviewed	cerebrospinal fluid secretion
8850_reviewed	cellular response to insulin stimulus
55120_reviewed	DNA damage response
5294_reviewed	angiogenesis
266747_reviewed	Ras protein signal transduction
1660_reviewed	alternative mRNA splicing, via spliceosome
6908_reviewed	DNA-templated transcription initiation
2968_reviewed	DNA repair
6882_reviewed	host-mediated activation of viral transcription
79155_reviewed	apoptotic process
8517_reviewed	anoikis
9641_reviewed	activation of innate immune response
23243_reviewed	positive regulation of focal adhesion assembly
1996_reviewed	3'-UTR-mediated mRNA stabilization
10482_reviewed	mRNA export from nucleus
9360_reviewed	protein folding
4087_reviewed	activin receptor signaling pathway
9372_reviewed	endocytosis
10193_reviewed	autophagy
5604_reviewed	Bergmann glial cell differentiation
1655_reviewed	alternative mRNA splicing, via spliceosome
860_reviewed	BMP signaling pathway
55816_reviewed	cell surface receptor protein tyrosine kinase signaling pathway
317_reviewed	apoptotic process
55143_reviewed	chromosome organization
9212_reviewed	cell cycle G2/M phase transition
79661_reviewed	base-excision repair
23385_reviewed	adult behavior
51107_reviewed	amyloid precursor protein catabolic process
56926_reviewed	determination of left/right asymmetry in lateral mesoderm
23420_reviewed	multi-pass transmembrane protein insertion into ER membrane
3688_reviewed	angiogenesis
3675_reviewed	dendritic spine maintenance
1759_reviewed	clathrin coat assembly involved in endocytosis
3619_reviewed	chromosome segregation
79720_reviewed	macroautophagy
64754_reviewed	cellular response to dexamethasone stimulus
6647_reviewed	action potential initiation
26277_reviewed	negative regulation of epithelial cell proliferation
7013_reviewed	cell division
10849_reviewed	cell surface receptor protein tyrosine kinase signaling pathway
2068_reviewed	apoptotic process
2965_reviewed	DNA repair
2966_reviewed	G protein-coupled receptor internalization
2967_reviewed	DNA repair
55829_reviewed	cell redox homeostasis
79139_reviewed	cellular response to misfolded protein
3105_reviewed	antibacterial humoral response
5579_reviewed	adaptive immune response
25780_reviewed	MAPK cascade
5580_reviewed	apoptotic process
6135_reviewed	cytoplasmic translation
4602_reviewed	B cell differentiation
10498_reviewed	chromatin remodeling
6804_reviewed	calcium-ion regulated exocytosis
6342_reviewed	alpha-linolenic acid metabolic process
54386_reviewed	intracellular signal transduction
55588_reviewed	positive regulation of transcription elongation by RNA polymerase II
9282_reviewed	positive regulation of DNA-templated transcription
9439_reviewed	positive regulation of gene expression
51586_reviewed	positive regulation of transcription elongation by RNA polymerase II
9862_reviewed	positive regulation of DNA-templated transcription
10025_reviewed	positive regulation of DNA-templated transcription
9440_reviewed	positive regulation of DNA-templated transcription
892_reviewed	G0 to G1 transition
1024_reviewed	positive regulation of transcription by RNA polymerase II
23097_reviewed	cellular response to lipopolysaccharide
9442_reviewed	positive regulation of transcription elongation by RNA polymerase II
219541_reviewed	positive regulation of transcription by RNA polymerase II
10001_reviewed	positive regulation of transcription by RNA polymerase II
112950_reviewed	positive regulation of transcription elongation by RNA polymerase II
54797_reviewed	positive regulation of transcription elongation by RNA polymerase II
9477_reviewed	DNA-templated transcription
81857_reviewed	negative regulation of fibroblast proliferation
9441_reviewed	positive regulation of gene expression
90390_reviewed	positive regulation of DNA-templated transcription
6837_reviewed	positive regulation of transcription elongation by RNA polymerase II
5436_reviewed	nuclear-transcribed mRNA catabolic process
5431_reviewed	transcription by RNA polymerase II
8900_reviewed	cell division
388324_reviewed	apoptotic signaling pathway
147011_reviewed	arachidonate secretion
1789_reviewed	methylation
10592_reviewed	cell division
8467_reviewed	antiviral innate immune response
64151_reviewed	cell division
201176_reviewed	protein heterooligomerization
81929_reviewed	attachment of mitotic spindle microtubules to kinetochore
57122_reviewed	female gonad development
79902_reviewed	lamellipodium assembly
55746_reviewed	mRNA export from nucleus
23279_reviewed	mRNA export from nucleus
348995_reviewed	cell division
79023_reviewed	cell division
22872_reviewed	COPII-coated vesicle cargo loading
9686_reviewed	negative regulation of cardiac muscle cell proliferation
7003_reviewed	embryonic organ development
8557_reviewed	adult heart development
26287_reviewed	muscle contraction
7134_reviewed	cardiac muscle cell contraction
10211_reviewed	adherens junction organization
3679_reviewed	cell-cell adhesion
2274_reviewed	atrial cardiac muscle cell development
80746_reviewed	mRNA processing
79042_reviewed	mRNA processing
283989_reviewed	mRNA processing
116461_reviewed	mRNA processing
10978_reviewed	cerebellar cortex development
9935_reviewed	abducens nerve formation
585_reviewed	adult behavior
7099_reviewed	astrocyte development
54106_reviewed	canonical NF-kappaB signal transduction
54476_reviewed	apoptotic process
221692_reviewed	actin cytoskeleton organization
58484_reviewed	activation of innate immune response
64127_reviewed	adaptive immune response
834_reviewed	AIM2 inflammasome complex assembly
254887_reviewed	protein localization to plasma membrane
4842_reviewed	blood circulation
2647_reviewed	aerobic respiration
388552_reviewed	anterograde axonal transport
63915_reviewed	anterograde axonal transport
10940_reviewed	tRNA 5'-leader removal
10775_reviewed	rRNA processing
51367_reviewed	rRNA processing
54913_reviewed	rRNA processing
10557_reviewed	rRNA processing
79897_reviewed	response to xenobiotic stimulus
10799_reviewed	endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
2309_reviewed	antral ovarian follicle growth
835_reviewed	apoptotic process
8738_reviewed	apoptotic signaling pathway
55367_reviewed	apoptotic process
4986_reviewed	adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway
115557_reviewed	axon guidance
8148_reviewed	mRNA stabilization
64061_reviewed	negative regulation of cell cycle
29950_reviewed	positive regulation of cell population proliferation
148022_reviewed	apoptotic signaling pathway
6790_reviewed	anterior/posterior axis specification
79083_reviewed	intracellular protein transport
10189_reviewed	mRNA export from nucleus
7919_reviewed	mRNA export from nucleus
25839_reviewed	Golgi organization
9382_reviewed	Golgi organization
22796_reviewed	Golgi organization
10466_reviewed	Golgi organization
91949_reviewed	glycoprotein biosynthetic process
23617_reviewed	protein autophosphorylation
9610_reviewed	endocytosis
54922_reviewed	angiogenesis
53407_reviewed	endoplasmic reticulum membrane organization
9183_reviewed	cell division
60561_reviewed	endoplasmic reticulum to Golgi vesicle-mediated transport
23256_reviewed	endoplasmic reticulum to Golgi vesicle-mediated transport
9554_reviewed	endoplasmic reticulum to Golgi vesicle-mediated transport
4654_reviewed	cellular response to estradiol stimulus
3768_reviewed	muscle contraction
320_reviewed	axo-dendritic transport
1741_reviewed	cell-cell adhesion
1740_reviewed	anterograde axonal protein transport
8825_reviewed	exocytosis
55327_reviewed	exocytosis
6640_reviewed	muscle contraction
25960_reviewed	canonical Wnt signaling pathway
93649_reviewed	cardiac muscle cell apoptotic process
6722_reviewed	actin cytoskeleton organization
8408_reviewed	autophagosome assembly
8831_reviewed	axonogenesis
7791_reviewed	cell-cell signaling
10529_reviewed	cardiac muscle thin filament assembly
6340_reviewed	cellular response to acidic pH
4803_reviewed	axon extension
9025_reviewed	cell division
3164_reviewed	apoptotic process
27161_reviewed	miRNA metabolic process
11218_reviewed	negative regulation of cell population proliferation
5058_reviewed	actin cytoskeleton organization
7225_reviewed	calcium ion transmembrane transport
1051_reviewed	acute-phase response
51667_reviewed	positive regulation of proteasomal ubiquitin-dependent protein catabolic process
10537_reviewed	aggresome assembly
9094_reviewed	chemical synaptic transmission
919_reviewed	adaptive immune response
920_reviewed	adaptive immune response
3932_reviewed	B cell receptor signaling pathway
55070_reviewed	positive regulation of proteasomal ubiquitin-dependent protein catabolic process
1642_reviewed	apoptotic process
8451_reviewed	cell population proliferation
64326_reviewed	negative regulation of fatty acid biosynthetic process
10808_reviewed	positive regulation of MHC class I biosynthetic process
8609_reviewed	axon guidance
81545_reviewed	adaptive immune response
10891_reviewed	adipose tissue development
23551_reviewed	locomotory behavior
64750_reviewed	negative regulation of BMP signaling pathway
57154_reviewed	BMP signaling pathway
2550_reviewed	adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway
152789_reviewed	cognition
863_reviewed	DNA-templated transcription
23263_reviewed	intracellular signal transduction
93986_reviewed	camera-type eye development
27086_reviewed	cellular response to tumor necrosis factor
116113_reviewed	regulation of transcription by RNA polymerase II
9575_reviewed	cellular response to ionizing radiation
56938_reviewed	circadian regulation of gene expression
90627_reviewed	actin cytoskeleton organization
7846_reviewed	adult locomotory behavior
150684_reviewed	cholesterol homeostasis
4792_reviewed	B cell receptor signaling pathway
5598_reviewed	adenylate cyclase-activating G protein-coupled receptor signaling pathway
28996_reviewed	adult walking behavior
5338_reviewed	cytoskeleton organization
1991_reviewed	acute inflammatory response to antigenic stimulus
388677_reviewed	cell differentiation
6885_reviewed	anoikis
64215_reviewed	negative regulation of proteolysis
12_reviewed	acute-phase response
467_reviewed	cellular response to amino acid starvation
3621_reviewed	negative regulation of cell growth
25977_reviewed	presynaptic endocytosis
2913_reviewed	cellular response to stress
5494_reviewed	cellular response to transforming growth factor beta stimulus
10640_reviewed	epithelial cell apoptotic process
79589_reviewed	negative regulation of cytokine production
55611_reviewed	adaptive immune response
9699_reviewed	adenylate cyclase-modulating G protein-coupled receptor signaling pathway
11069_reviewed	adaptive immune response
55035_reviewed	protein localization to nucleolus
51388_reviewed	ribosomal large subunit biogenesis
6749_reviewed	DNA repair
22882_reviewed	central nervous system neuron differentiation
4437_reviewed	DNA repair
80725_reviewed	exocytosis
54778_reviewed	global genome nucleotide-excision repair
2770_reviewed	adenylate cyclase-activating G protein-coupled receptor signaling pathway
63940_reviewed	positive regulation of cytokine production involved in inflammatory response
117581_reviewed	cell differentiation
23492_reviewed	chromatin organization
2733_reviewed	mRNA export from nucleus
9631_reviewed	atrial cardiac muscle cell action potential
1737_reviewed	glucose metabolic process
8050_reviewed	pyruvate decarboxylation to acetyl-CoA
5162_reviewed	glucose metabolic process
5245_reviewed	antiviral innate immune response
2776_reviewed	adenylate cyclase-activating G protein-coupled receptor signaling pathway
6004_reviewed	G protein-coupled receptor signaling pathway
9138_reviewed	G protein-coupled receptor signaling pathway
2768_reviewed	adenylate cyclase-modulating G protein-coupled receptor signaling pathway
5202_reviewed	negative regulation of amyloid fibril formation
144455_reviewed	chorionic trophoblast cell differentiation
5608_reviewed	apoptotic process
9873_reviewed	clathrin-dependent endocytosis
1000_reviewed	adherens junction organization
695_reviewed	adaptive immune response
2969_reviewed	negative regulation of angiogenesis
23090_reviewed	cell differentiation
25820_reviewed	PKR/eIFalpha signaling
5434_reviewed	protein stabilization
26108_reviewed	canonical Wnt signaling pathway
607_reviewed	canonical Wnt signaling pathway
163126_reviewed	cell differentiation
688_reviewed	angiogenesis
5810_reviewed	cellular response to ionizing radiation
5884_reviewed	DNA damage checkpoint signaling
135458_reviewed	double-strand break repair via homologous recombination
8914_reviewed	branching morphogenesis of an epithelial tube
54962_reviewed	cell cycle phase transition
5592_reviewed	bone growth
5982_reviewed	DNA repair
5983_reviewed	DNA repair
5128_reviewed	protein phosphorylation
6643_reviewed	early endosome to Golgi transport
22854_reviewed	axonogenesis
57689_reviewed	modulation of chemical synaptic transmission
57787_reviewed	cell division
7283_reviewed	cytoplasmic microtubule organization
3316_reviewed	negative regulation of apoptotic process
56160_reviewed	cellular response to hydroxyurea
10238_reviewed	protein ubiquitination
1859_reviewed	circadian rhythm
9149_reviewed	adipose tissue development
6502_reviewed	cellular response to cell-matrix adhesion
6929_reviewed	B cell differentiation
26133_reviewed	calcium ion transmembrane transport
3551_reviewed	antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent
708_reviewed	apoptotic process
9924_reviewed	mRNA processing
255967_reviewed	deadenylation-dependent decapping of nuclear-transcribed mRNA
6240_reviewed	2'-deoxyribonucleotide biosynthetic process
6241_reviewed	2'-deoxyribonucleotide biosynthetic process
50484_reviewed	2'-deoxyribonucleotide biosynthetic process
27063_reviewed	cardiac muscle tissue morphogenesis
84665_reviewed	axon guidance
6429_reviewed	mRNA processing
29109_reviewed	actin filament organization
8537_reviewed	myelination
768_reviewed	morphogenesis of an epithelium
6654_reviewed	axon guidance
57591_reviewed	actin cytoskeleton organization
9530_reviewed	cellular response to epidermal growth factor stimulus
339_reviewed	chromosomal 5-methylcytosine DNA demethylation pathway
5413_reviewed	adult behavior
3569_reviewed	acute-phase response
3570_reviewed	acute-phase response
5578_reviewed	angiogenesis
6624_reviewed	actin cytoskeleton organization
9855_reviewed	actin cytoskeleton organization
9748_reviewed	apoptotic process
26086_reviewed	cell differentiation
116986_reviewed	actin cytoskeleton organization
323_reviewed	axon guidance
10009_reviewed	intracellular signal transduction
5976_reviewed	3'-UTR-mediated mRNA destabilization
167227_reviewed	deadenylation-dependent decapping of nuclear-transcribed mRNA
23404_reviewed	CUT catabolic process
5394_reviewed	CUT catabolic process
65110_reviewed	in utero embryonic development
5898_reviewed	cell division
11336_reviewed	exocyst localization
9378_reviewed	adult behavior
22871_reviewed	AMPA glutamate receptor clustering
634_reviewed	angiogenesis
302_reviewed	angiogenesis
3479_reviewed	activation of protein kinase B activity
3490_reviewed	angiogenesis
8662_reviewed	formation of cytoplasmic translation initiation complex
8669_reviewed	formation of cytoplasmic translation initiation complex
9053_reviewed	establishment or maintenance of cell polarity
59341_reviewed	actin cytoskeleton organization
6938_reviewed	cell differentiation
121549_reviewed	epithelium development
100506658_reviewed	bicellular tight junction assembly
3973_reviewed	adenylate cyclase-activating G protein-coupled receptor signaling pathway
142678_reviewed	Notch signaling pathway
58_reviewed	mesenchyme migration
401_reviewed	dopaminergic neuron differentiation
9454_reviewed	G protein-coupled glutamate receptor signaling pathway
57630_reviewed	negative regulation of apoptotic process
4296_reviewed	cell cycle G1/S phase transition
3308_reviewed	chaperone-mediated protein complex assembly
7265_reviewed	chemokine-mediated signaling pathway
3337_reviewed	cellular response to heat
1814_reviewed	acid secretion
245711_reviewed	DNA damage response
3741_reviewed	action potential
203068_reviewed	cell division
6812_reviewed	axon target recognition
1791_reviewed	DNA metabolic process
4345_reviewed	cell-cell adhesion
131450_reviewed	heterotypic cell-cell adhesion
7297_reviewed	cell differentiation
7494_reviewed	adipose tissue development
58494_reviewed	cell-cell adhesion
83700_reviewed	adaptive immune response
348_reviewed	artery morphogenesis
7804_reviewed	ammon gyrus development
4773_reviewed	B cell receptor signaling pathway
9425_reviewed	negative regulation of peptidyl-lysine crotonylation
1958_reviewed	BMP signaling pathway
890_reviewed	animal organ regeneration
