7556_reviewed	Nucleus
10155_reviewed	Nucleus
7507_reviewed	Nucleus
29935_reviewed	Nucleus
7508_reviewed	Nucleus
5886_reviewed	Nucleus
186_reviewed	Cell membrane
57509_reviewed	Mitochondrion
10048_reviewed	Cytoplasm
8237_reviewed	Cytoplasm
6421_reviewed	Nucleus speckle
4841_reviewed	Nucleus
5584_reviewed	Cytoplasm
660_reviewed	Cytoplasm
11099_reviewed	Cytoplasm, cytoskeleton
10716_reviewed	Nucleus
8573_reviewed	Nucleus
3397_reviewed	Cytoplasm
23413_reviewed	Golgi apparatus
11141_reviewed	Cell membrane
90249_reviewed	Cell membrane
9500_reviewed	Cytoplasm
6839_reviewed	Nucleus
7337_reviewed	Cytoplasm
29978_reviewed	Cytoplasm
9367_reviewed	Cell membrane
10244_reviewed	Cytoplasm. Endosome membrane
1488_reviewed	Nucleus
11279_reviewed	Nucleus
65109_reviewed	Nucleus
26019_reviewed	Cytoplasm, perinuclear region
990_reviewed	Nucleus
28227_reviewed	Nucleus
6457_reviewed	Cytoplasm
30011_reviewed	Cytoplasm
7454_reviewed	Cytoplasm, cytoskeleton
10243_reviewed	Postsynaptic cell membrane
23229_reviewed	Cytoplasm
10084_reviewed	Nucleus
51729_reviewed	Nucleus. Cytoplasm. Note=Predominantly located in the nucleus with granular heterogeneous distribution. Excluded from nucleoli in interphase cells, distributed throughout cytoplasm in dividing cells. Colocalized with SC35 and U2B in the nucleus. In the cytoplasm, associates with the intermediate filament protein vimentin
23414_reviewed	Nucleus
2332_reviewed	Cytoplasm, Cytoplasmic ribonucleoprotein granule
8087_reviewed	Cytoplasm, Cytoplasmic ribonucleoprotein granule
26747_reviewed	Nucleus
5605_reviewed	Cytoplasm
5422_reviewed	Nucleus
5937_reviewed	Nucleus
6103_reviewed	Cytoplasm, cytoskeleton, flagellum axoneme
57096_reviewed	Cell projection, cilium
6855_reviewed	Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane
164_reviewed	Golgi apparatus
7182_reviewed	Nucleus
8202_reviewed	Cytoplasm. Nucleus. Note=Mainly cytoplasmic and weakly nuclear. Upon TNF activation and subsequent phosphorylation, it translocates from the cytoplasm to the nucleus
6047_reviewed	Cytoplasm
8031_reviewed	Cytoplasmic vesicle, autophagosome
56924_reviewed	Cytoplasm. Nucleus. Note=Cotranslocates into nucleus with AR in response to androgen induction
25898_reviewed	Nucleus
9063_reviewed	Nucleus speckle
10580_reviewed	Cell junction, adherens junction. Cell membrane. Cytoplasm, cytoskeleton. Cell junction, focal adhesion. Nucleus
3642_reviewed	Nucleus
11335_reviewed	Nucleus
3930_reviewed	Nucleus inner membrane
23162_reviewed	Cell projection, axon
3831_reviewed	Cell projection, growth cone
598_reviewed	Cytoplasm, cytoskeleton, microtubule organizing center, centrosome
57099_reviewed	Endomembrane system; Peripheral membrane protein. Note=Associated with intracellular membranes
664_reviewed	Mitochondrion. Mitochondrion outer membrane; Single-pass membrane protein. Note=Coexpression with the EIB 19-kDa protein results in a shift in NIP3 localization pattern to the nuclear envelope. Colocalizes with ACAA2 in the mitochondria. Colocalizes with SPATA18 at the mitochondrion outer membrane
6252_reviewed	Endoplasmic reticulum membrane
581_reviewed	[Isoform Alpha]: Mitochondrion outer membrane
597_reviewed	Cytoplasm
5782_reviewed	Cytoplasm
9051_reviewed	Cytoplasm
5829_reviewed	Cytoplasm, cytoskeleton
7286_reviewed	Secreted
24144_reviewed	Cytoplasm
162_reviewed	Golgi apparatus. Cytoplasmic vesicle, clathrin-coated vesicle membrane; Peripheral membrane protein; Cytoplasmic side. Note=Component of the coat surrounding the cytoplasmic face of coated vesicles located at the Golgi complex
3718_reviewed	Endomembrane system
6776_reviewed	Cytoplasm
1984_reviewed	Cytoplasm
6125_reviewed	Cytoplasm
51651_reviewed	Mitochondrion outer membrane
166_reviewed	Nucleus
7088_reviewed	Nucleus
55502_reviewed	Nucleus
3170_reviewed	Nucleus
3572_reviewed	[Isoform 1]: Cell membrane
2059_reviewed	Cytoplasm, cell cortex
